Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_hashed,Price_Encrypted,RAM_Size_Encrypted
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,16854.30343210921,1dc230c52c255a21dbc6fd7ba20a6e8306615632fad9479d9afeb82556780089,gAAAAABn7QoAwp1jh6t1AfeuteNMrDEfW5hd-Ee6HmUnAv8TarOMwCOclPDrCRoGFrMju52Cs_LLCxwS7tH6N5XY5pL_0LAk6et-ed7pTWpunGy8EHq5z7A=,gAAAAABn7QoA6-xEU6YBVLiWfpS2yGMIyG8cYl6CjugTASvUZR5WHcDl_DABj9pMt159LQlysX78RHX2XXukq5vb6z92z_05fg==
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,10697.836784094568,3d99fd68579fbc74b24a9c178ca3dceda2e55231ea9a3042763ff57c7678be64,gAAAAABn7QoAz5jXHu30EkLJdyvB0sld2Or7Zely5MAZJfqYCMOjXzCdTtkA5OfkO2nL9635_9WbYiGpB1KewZIk5ptlQLKYO6hKpfIlaXhY_jMCUiyn4qg=,gAAAAABn7QoAQbv71lE4JPnqlyxMGmifHYr8fkEq5r6NQg5oCG42EwVakNVrjh446A1htLX5viPkdLy3Cf5kQviMFU4SEhrUfQ==
HP,2.3767795386292754,4,512,16.177834393921774,2.8153595482403877,16575.251835695293,4987a653db2ec2da89baa796b4f819d70dad4a8cb2636f3109769eab03eeec05,gAAAAABn7QoAM84ENTCumyUBM1wRGvhfwFuxpfMdhTwau1o89ldLhN62LquAAHBIHyPtZvIBy4dJd3diW5K1bmOvV8LTEnaAjpnB8UHPrV6P6bUjFPqQVJA=,gAAAAABn7QoAll-1q3csU0Dh9RLIjw-sCezk7YN4TwmjTuqf7PQZPUXlR3VgjDg6pnlZ3aqIi-d1e8B2OksI0vYFos7Kg1qpHA==
HP,3.417970722327817,16,1000,14.191334474045084,3.1975003835330584,32274.63025978199,72e5e5fd4de6c649c04d8b83b71974af41467baaa1badc727e1f73cc292e71fb,gAAAAABn7QoAMv7wMwC7JflbEKh4-W_DEClDb4ii9s7po7E9vPKcKlwLFFOxRvPzafTGdQysJTFufXVoZGC3Y_QfQEiCT8-ucyLt7Zcpj-IQauschQZNQdM=,gAAAAABn7QoABvPXiDW_m9hBoC8szWqnSRw2M9L-GSEPaMEOB8W7F-ICxRLg6vO72ibAcgA_AHJcO29U9xuxLw8_nEh5U427gg==
Lenovo,2.504827284023105,16,256,15.736593165171149,3.795785322214012,10131.593323529152,6173a2d3f23ba10e762a5bf79e455a34ce7bb4e27f6520c58decf880b48de902,gAAAAABn7QoA7L2voqnQblpvORyfvM2J-bY-NKcbtCZxeSMvFA_8yg1mRuniahpKUSD71IrBciW3gNLbyEgobh4FvVxYRARv1TBJHNi67pckDRqYIs5HcwM=,gAAAAABn7QoAlIt56K7s2L14wzYHYKe6Qn3C8Aj0ZVsCRvx_MbxJqjEVutAjj7jDUP2tnwdwaQenKy078LFRbz8_6ypjPJ8R5Q==
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135273,33111.68849986043,bd7f9ea3ab0e889c782aa02a5354ad5d824aaf4741cbac82224e7902f5eaa485,gAAAAABn7QoAhS0RXDZEFDI0bKOpJhyMj6-Kkr3KZAPWVzEaN7aZ2Le7VrO3UWl71YfkyDRqWg0-Z8hMEV4mH75wdYXXXsurMAL7HrOe7sAa4nHE48DTCPI=,gAAAAABn7QoAj7VqbEGI5Q2E0pQZa2PqOmg1CJWOxX68_BzsAXRZI3UyFdIqbdAAemjDw5WQQWPR0MkzUEuSrfFVvodZ-2WFeg==
Dell,3.068763658045925,4,256,14.248217660943611,2.461758529348715,9384.824877131963,606e0685478682300f2dc6f56b09422087ccd3eb16adfd50cbc3ec3c2ee67670,gAAAAABn7QoAXpY9Kxm8Z2mZzXfGXl-ngPc_Sh7OiGSGtuYpdGDzsWNntgU8TIO3i1-xfgtSPqHUsFsn-IJh8hrOk9kuEmXrxGdca719n2k1I9p7trCRd3Q=,gAAAAABn7QoAeWudu7qeQc6rVvvtYlZrA9vfiLZuVJAafLwXNNJv0UIk-ic7hIlRZTIIEzusFonkoO9sSO4nOxNhvBZnfJu--Q==
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,9664.037025023415,5d92e90c1ad55624f6da0714fee5e5b5cb30313e58d51a2962e6e7a14218718e,gAAAAABn7QoAz6QUTwbW9sbzwx9wqioGgljey7MY4ETLXF3K2xvcCFJp44LyUXX14_hRMzm4UgSr01I-NCymKxOW3Tx6QsAVUSyB4vUtSBb3AEV0esiVOz0=,gAAAAABn7QoASObuP6aLvrM61dBcTHBXIJ4su09FJxjoTl52pv2dyJsl1xZhc76Z_l9lLdlin95nJvYYnqRD4NddMsQ7yUI0TQ==
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,9978.874050006958,31572cf1273dbf0f3c33b7c449e24709dd66cd349c13962ddb8ee28bdd5f2d85,gAAAAABn7QoAoOgWs49Of47LVirlcPN-caYqEPKxPNa5BITIrKxC3r7XrHwxPBpRk5YnZKRgUJ5XiuJ69ccNFF_o5s6tO39BgTvRNOMfuiU2Y0QSim0Ysdo=,gAAAAABn7QoAWzLkOpMppd76cGxgxwLMsP_5uzrfhUnj5PswKdSk-8WpflBgdL_t8K7xUokRT5gmSc3rCSsi2w6DpVJ7YjnPXg==
Asus,3.420683534661296,32,256,15.394483188876013,2.407064953376838,10387.0530853186,cd9c55087897b1f11ba4f2b10d5ffffe8e1ac5c4d1e84d9229dcd241b2842485,gAAAAABn7QoACexDe1PcUidYb1UPjSDbw0GaA76CXexT6DOGfe91TxOk9N4-442iPL_WliLteIb0X_unCBOc8z3qlntHWTfW3e3TJdZ1zq643bcsFN_ImN0=,gAAAAABn7QoA6vv7ViLN-GfLv_u5rtK7F0admaIv0bvoJWi8mEfvngWnuHRn04w9qrW6TB0JwQL7eumdEF_fKVNtMLLPaPTDCg==
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,16773.987493471064,4b4d9af5cf44f71c3a086498175628d71767d97eb93d79bef975901addc29658,gAAAAABn7QoAfVg7VcF6YIjHsSsiJRl8RIhdc4tAaHGoWcznCPlACXKPiqfyxhyTwtzO3avlguv2V_hXHBf3dUlfTyaMS4PZhtWz4jqJzLiXeg3wtKYFzp8=,gAAAAABn7QoA2OIRfIXx9FJc2eQSDSllPsTCu-3vnD59Ukfb2TF4VDLRc0WTkrjaRCnLKxGdPXh6f0gxyW8Xa0ev4V0ghwav7w==
Acer,2.5533925056926754,32,1000,11.728972346526591,2.2239152932382864,32629.16325767026,89640625fd7e47d7a75721a16b4c76bd0fb05171236cf758575b88c0839f8a9c,gAAAAABn7QoA9kxG1i7ESJwCTOlebFjijYv1jPFM_1Yy0cNMFhJx1-X8nW1FsEdcqwOJ05JSI3RzKzaLHKRKAGFWfz1S7rdDWMG_TLPRogPMRBTUTwfp_TM=,gAAAAABn7QoAroQzmFJ1WRrOJGrbYHxatEBhTwXv6-Lo1AmOOm0z_rdND-sjyQqFr6HveL99OTYCyZQYRPxwar5xD29tTQbMlw==
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,31848.655148446676,0d766f738ffcf8a89d22c92bc12f31574660142662b5363e695374aceade8930,gAAAAABn7QoAdRVxt1h9QT36IjvgFMrfHd3Rvr_CqMi9FDKwJGAJ_E4Q8JEnUHfbQeLaIL7qyrsdwzaGm0WPf9LoCy6kN1SZK_DxNlpNU0QY_RIa1z00Lg0=,gAAAAABn7QoAnP1jQOZhqLBOsOBLnKTUfG63ncgZVypmX6_HnjCcCVy4qfurmbilDC1NshA9aD6WmBIz5k-eGLAoqEvzFSczGw==
Lenovo,2.096942864420756,16,1000,14.49286284546679,4.989696968866947,32205.99180089257,628715aebc8c56ffa12395eb88d4c2ec1383d31c38bc077896f307ba0854feb9,gAAAAABn7QoAqdc1R-dtCTmoGDFUjtPYvVvVNzqJ-NLXIGxhtSldguyDUqyXD0JxiqC7f0dPBi8Vg-Hd-IKTQbJXlpzFVCUYo_Xce1C3sc17lzHzYVFMH-U=,gAAAAABn7QoAeCJud-mI3QAEjSCih1BkG0JxkEuD9rq4shYSa2_ia_tUSCXxJ5xc8Gp64dlri26v0JWv3Mab5_d7x_RQw4AQKQ==
Dell,1.7761852828284868,32,256,11.710490235055593,4.101295397469512,10723.115825341803,b33db90d1e2124a6a45e71d3422b76e6a5ff037134a64784980772703bb571e8,gAAAAABn7QoASEF74nWVhKdRCnItR4c67GUj-GfCh73mVwfhb1NyjuYBLcLt8rmFaWAAyfBYr6gsC3i8Jhif9uFyQbNzjZFqNUAdPI2x8GFyaefHniQE-Yk=,gAAAAABn7QoArrC0Z1ryOofhyIoGcApH8ppScnqY2sIwJ-yIIyO8x4kFwwt1KxOpPbyBsNK7985xDuVJhrWxWZviVw0d9ajxlw==
Dell,2.3865553941019413,32,512,12.271365982640654,4.311341663221969,18152.54918807709,a9137405b6d56b975e77c3fa006ec9ad0dad209b8977acb4ad9c0ed9b7009b20,gAAAAABn7QoAc5vG6WOlO_pYGbLnlhvww9HPRWGjy0Fa9-GiQb_R5AwcfuYuv37ECHWxEWRjwNImjdSDls7sa5u-YfrAAvKqx6K3qOug-9V4M4H1dYEoNHQ=,gAAAAABn7QoAN0tpJAng_b7zPFi9Qq81AGfavAvz1_eDdzkKm-h8PgzXRNZrw2A0kDZNUII2XBA0KulQAVUpuQYbKWnok9ptoA==
Asus,2.2180974791352046,32,1000,12.86601496839608,3.011908509402459,32437.38944266547,0783b79a3c9bf2423ca8c6179b3b661f79295fd0db293c607c6b23e19ce060e3,gAAAAABn7QoA6gTMcVhG93FFMJGfPIXmp_JDu7v3F0Fwd7p0cgdEO55s0Vn0qkUrMfRGm2IO9-5lFHiWtaWrq16LM5PrCxXlPITGs1qovaYob963Ry1FFDo=,gAAAAABn7QoAld_XMCAYiUv1GjhJLemV81FxSztfVO6ihLncTAOjUTDLnIGittak4UdyVoX585Vv0acne6h1LEEXEcJVCmzcng==
Lenovo,2.240770301139975,8,512,12.001586424905009,4.824730558201802,16912.47369317647,a42bc0bca32c5072af86371548dab1ca173a6e080cd5e7a5cb86276f4567ef65,gAAAAABn7QoAnR-nQzzR2MAsYwzwhe2dIFmrtBjcJAEFvdO0ZkknCFQxN0lpmaYawz5ZU2c5Vw6beq3envYvkTTIvDKNHE2xUPbtQkuuyFKurARFuZBxeSU=,gAAAAABn7QoA81IusgxC_QDPTOzKj1R4QGLQwWzjJRvr1BXsGqu12RD9MBM3tl9Qprgs5nGJUH1-iSEm1h217GQZi2XD6nKCeQ==
Lenovo,2.084019377624774,32,256,12.46237689514605,3.589141898325103,10428.1312270273,a60f3ea9b58985baf6fd1274a437dea26c5cf87886434444a988beafd0a2147c,gAAAAABn7QoAv-ICFhwrLwNbTLsFpuecO2n_bi0BzJYpq_13LTseFR6lpE-JHcnaaEQZKqQh_OzbA95fR1GtaPlDZNl0Sewk3OU1PikWjB1rk1ksSoyxMx4=,gAAAAABn7QoAXJtVNveuHa9kDHF9aqf55exnbepq1Q9ilM2wSeQZR0zL7tq9mT03EgcFmXaJKDQDSH_OzZ6uM1ST2Qf6duHQNw==
Acer,1.6052329740909048,8,1000,12.605604793170246,4.197165339792665,31566.9558113889,73edd490b07fb17d0811579a7f3c2b0b64e26a9521cc5844aeb1f209ba380e5c,gAAAAABn7QoABk_1Y4C_lvJ41TKiZPX4asbRiUXnibfFlEAkfxitHMQa-IPh7CoYAhC07j3x7mk1zR3NT-_3tc8hoKXHAURvF1uCII7y-O-NiYiQg8P5cIA=,gAAAAABn7QoA0tra6ESBMHGPwuaXsS-etGX2a6KPPmg3hYPY610dy83M0en1FvqJSvAjX6oU52ngEnxxVejXEjJ8V5eHmd-csQ==
Lenovo,1.5446848368335346,8,512,13.014042998234356,4.772323147733839,16777.65548577389,e61ac26691fd34939c3b2c44a300b6f0f621c55d4ed79c1b64c5834f83fe462f,gAAAAABn7QoAhSXjB4Pj5COuSVDZXrspSZybDxbfow5-RZZSeOL9SLFcesyljUhrnvpgK3LqBYjJQ1L-6x5-QDqM5Dpw5DCWPP8Hg3K0jcoGPcuA9wMXScc=,gAAAAABn7QoAYwiHgCo2KKXtpOIdyUyxZN64GVQfVQNXznbOqaPTmu49KkNrPqf0otpdcTxErjINMyAiTa8R-Si5oWwBCchkkQ==
Lenovo,3.969305974340079,8,256,15.496342716806954,4.9255399279265255,9647.836304717026,cca36690af5dcc5f015ce89654185a2191594bea2f2d5fbb4b47700598b61136,gAAAAABn7QoAGS1bm1_ylPuuJA7S-mbiGMcl4_D66T-5309JdXG3OlItu1ItPjwvAGt90twSoVpi4ncnPW1IHb18RBCNtc8khPnWeROxN5wxz6SBvwLOegg=,gAAAAABn7QoAlLFVgzoi7_xi0Yq0Im2oncqZpX90qEu-XiFxPfmzSdlc8qPCZjiKyeG9mh6Gu-4JDu9sK15Z1XyJnH8BLY0byQ==
Lenovo,2.569432834339656,16,512,14.431473223103604,4.499613069790023,17291.107749054692,911455aa1e32bb73cc31451f49af4fcc287cfe2bd836b8fe555d6a4b66d02cd9,gAAAAABn7QoAQL2IPLopusCN_yXMYkbGvEV-5a26MOpxqbUTOsTTJ78MSYPylh7KG5k3I9tNbP8n7dJaPj1ns4AmIUKCCN9MSlY3_Y1cVn3w4XA92Ky4yQQ=,gAAAAABn7QoApgi7bi02xYsK9kY3DY9k8Ar0gvZxgBzjp24MyVL87pXcdI9jls7Fe0m_EqbQRf5ertoNeBcZeiapkEuQuEbT2g==
HP,2.460816617899204,16,1000,16.917480031708408,2.90905252094609,32039.04200238277,6921e30312aeac83af2bc08f91981c6011391df32225cf0137febdb426b3202d,gAAAAABn7QoAd9RB36BjaduxLc-ISCUQw1fVGK77UVG29rSxWJoM08PjfP9Mwv1AHAczGxhspwgmGnFHvZVSwdxh1I_K-0sK27Mc1PpDk4d2WDMN2e11bLw=,gAAAAABn7QoA5uZfZS0937c_t6pUvEbQi4zFe5zecKJMytcGJayAvV0VY7SQtlox5fwLvE_6Up3hqnSi9n1x0JD1rAw67_8gsQ==
Acer,3.199118206732675,32,1000,13.488414961804828,4.899642549656248,33063.24200044911,588d653ca9010ed54facec233ce9c95135085de24d63e77dff39ccde455b30ac,gAAAAABn7QoApDfu_zmw-QtFnQjP9gYwqeWF9oqsvrhWwTC-M5EXp4C6rcjvpMv0ZQ3dWaVq3Cc6mAFUr9B3If5dBP853ORQIu9V-Hbf9OvB9CTTCWQtvBg=,gAAAAABn7QoAguSLWPLG0E4Y0lH3C8e4KYhVVK7WbnxBnulvI657N4D9wOyAst5qw67KYnWpbqXp5ivznfqWTyYcmOJQVJebCQ==
Dell,2.0456347196626603,32,256,15.52319044302155,3.884358593730716,10059.050423626955,634e71e45893b13b1a5c3a1731fb8a7c80e51b0b8d699179a8919051ffdbd39e,gAAAAABn7QoAakgATkcbfFIzWmxZyalRQVYb5ZgnSVtTfM2rEEdaCKCz1wrVf166NNvGktRRMnzpbQbtwZNesDhjLUTPpapBdJfhwFe_l7F3i65C0lJUz1Y=,gAAAAABn7QoAriZLkH100WVJTanz8dpSA3vq8WGp8Go4ha9Ccy3tbFbOJKweZyVPlslmhfFzbVGd8Wpq6mVfwesgB2-V1kbJ5w==
Asus,3.874902959875564,16,256,16.228810528259203,4.79192742905588,9968.179815116977,b923c3877a64673de1c2875de1fe143115c10749ca7551606eea4e52132d02fe,gAAAAABn7QoAIj9cUD_LL_cfFwD5dx5WE2QBt45VTCj9X89oqVm87Rf6xjyH6ZpKJiLZnNNCcAbnONkqUIJj288rYrlfGqX2OjKBGppzu_j2JDSs0yhBxu0=,gAAAAABn7QoA7v3G879QEU03A5J8WrJ2IPNimMJs0AoWU2Q3KcNLRxScDpDctaE5gFDLMC40H3RpkxVSTLgcVAGLQfGhoNsoWA==
Dell,3.4658625360388804,4,256,15.073870958228252,4.028315077443056,9471.946769197091,e480ec29bbc7533d0dde221ef9b9c054cfb74ccb61f149fb0d20a8c2e006c84e,gAAAAABn7QoAqHXZSVM3NbPceAbbX1q5z1ycJrz-MNpMMXzCFiRVRfL0Lf17TUUvidgPkE3J0Nt7dTBiYgaaCC9gJ-qyVwXNDLhIHGSIffrqEYSeopko_Ic=,gAAAAABn7QoA3kx48EV_fb93QcErXYa0dqaF5Ih4joyO6-SXtXO-A9mJNiqH9pEa01M442sIGN-x_sATg6uvoP7_2VwX_dTsCg==
Acer,1.7235275057806487,16,512,13.471188442504976,2.921716885543161,17573.057889351905,ad0b6a94d7f120ce1c29d76dcc09c259ed8724755c594d8d24dd39bf91265250,gAAAAABn7QoATheZbLnTb3Eor3bFf712JRIfkx9rUE4dlcVPUDkWoOk68sy0tUuQaaD96KlfYDoTwgw7iwLbtbwXn_txIC0bWN1ioXhPtH9jMWkrmSl_Bco=,gAAAAABn7QoA-38BkecgpKHP-znCfRm9r8MNjU3gH9mkSMMYQJE5DrSj4VXYAhfX_FHy-jlw_J9Nk6MIewbuGvpFKiukJuQSKQ==
Asus,2.543951939462321,8,512,15.521567784474517,3.110073572428448,16968.45371903162,7af1d232209613505e05ce5a23e4b8901f3f82e5d3d1b8765c79d8209ec21586,gAAAAABn7QoA1Xp1_QSojUNhLVlsDnp4xEbyM9l_PndgffZIjdt5WQ0SGUw7Qm7-tPApvcwawW0Iy9Xm5wLoD2w-YgBPDpdY6fewapgQkYrDhfjZi-FSriY=,gAAAAABn7QoAzOFwtzptiCIrUbPFwWJHmW0YdNGOlXLd2zAVD9SZ6SJ28qWzxum0ySLSkPDrnOnS55sU-rMnvVwVbeKwij9R8g==
Acer,3.697795768905412,16,512,12.222002826636109,3.651415331308821,17844.559013165475,badb06d23a72215a83346dd4af73b01a515211dba2b13723b721b89abf64eb3b,gAAAAABn7QoAvN7_e2sk_GKD0B4crMfX5DKe_JFPGeswnm6PtddE_VA_sIznc0BHI9afmesEmKXZfICpW-IDYF2bGNPmQS3XQNdIeM3Z4BjbLFrc3KTT_nI=,gAAAAABn7QoACrAcawFNCx4dYagHn91QfiP-OL87xrB_Afs468FX2ZHjuf9kyBekF6egtxtXTF2q-BeZEfkjApGjsyRXdF-Jrg==
Lenovo,3.8618300557285257,8,256,12.965312991080795,4.3700445246796455,9905.976594804111,5b301d2480757439f4e2a854d09b9282dc0a1f86a7075fb6eeec535dd60c28b2,gAAAAABn7QoA-QiwNq_ojYxlfeGPWkYpqavbWToPQmV2rp4VrZHrPfdHrXvTt1im0DZhUTHcoqKuLXpLYKfofII4cBMxyTcA1NM9JjIDun9c2EBqiev8mkc=,gAAAAABn7QoAJGJ0Tx1IeomRm8_y3qOHhcv6RxaJBbzx8zeVA1Ku4-39kKwU_vG_7AndmOu_qHPZPk_4g-xSyY5fn7oXiojIfw==
Asus,2.6685037781246743,32,1000,14.280111530595732,2.953947654021005,32812.68702948411,9f36b48f17ef8eaa3b95e19e4a9d8248474fc8567b89dae0b5571b1e097c479c,gAAAAABn7QoAwMI9K-I7vLtXwx7TNJPqS4Cyvo17zyn-u3AQ0BwU5nyaSPZqmDV6mQn5J-SNGW79HJIYq2tpo4Z0-JvsOgfY60RHvOnieYyjAz2FirwBvqs=,gAAAAABn7QoAMEEpf5QJvgT7KQhyHNrlCp7Z_-T0zLPunay7r1kgCdp7KyfC-IJx0iUZhbioefVlmUWzxo9zif_4vrNrUNjZFg==
Lenovo,3.0335284730267693,4,1000,14.45245632371689,3.739193498402576,31446.721179529304,773351cd150d8653fe2c0da434a0bddd87d8ee172ca991de410665d2f52a359c,gAAAAABn7QoAqpn6zx0a_Jq8ixQiPY2V3c8Reb1Rzlga8BwR86vKL1H3poRfAUscc4Hi70JRHqQxpiPf1V8wApMpZ7tBoOlGW6Ap9kdPmiiiRfGfxAnfcuM=,gAAAAABn7QoATukn5R9lHEozzrLaTQUnfWKhLllr9xDFknmb834SZ6qZ7_ad5ORsGu4t_M6c8QpCaGwoFJoAYJQD4OGFetreHA==
Dell,1.917584865230188,32,512,11.132848852835776,3.0368749807292046,17999.390306277077,d69af69591fdaff519af85b7fb4954f80531f568cccc80287f2cd721e09f0f38,gAAAAABn7QoAVKwnUZx646HzFlutGSH6lZNHkhYTXWnHZTa-DSyZB87Cu2xgvk4K6cNvPYCeEw-3sWwSh3AQMmvFyo99Q0Vfp6jzPW2_-P31gHCQbvGq_sk=,gAAAAABn7QoAZJV4vafytD_krZ3poiRpMYoHIWcm-04mtVeLtrMoHsUhSlmUf3l9lTplKAnoDJsZpzPo_U66GVJxY482ryTrCg==
Dell,3.9779215653424416,8,512,16.67068513253605,4.4473082139053215,17328.134576567532,15c63d5c0b3abaf8eb14dab36396e9db0567c27f321da903fcee0d83a8c24a99,gAAAAABn7QoAsBJDqA8U1mgZk9MfIPIBZtTGPw5qveVe77KuEA6zQ58g4_ZxvpEQn1HGwjafdbS3eHnLgEFihpofNOJn4iQ9GwDTwt9PWPNIyA29fwYNS7w=,gAAAAABn7QoAuCo9ABmqkWP3tsRUgjH2eUKKax0Fc7x9mzOPI2xn4pvPs8KEaA4AZKj0vqjRkxtqtX-AlJ6hu7pxzQfgacCOVg==
Asus,2.0791792534586087,8,1000,15.17976362730434,3.400184281303851,31803.593813995874,a9c56ef2a95ba862027b405219258c3ceb9bd062da949ec5032a60a06fbcbb8b,gAAAAABn7QoApF_dGQXeezOYvPSH4B1h7uLcuRuOgae34Hot0m6DNFYEZ7C5VkTx_6IilBIYfHcYal3Q5Eo1BsZi0tBvezUnpBRZloKIjf6Nr35XDRphZPI=,gAAAAABn7QoAr3-81TRa0Vo98baLMTMmwms5tbCH8w67nNLDoLWJh41czGeXsLCBrYNwo_CL6VSkcUFd0SWchzViwhMN-h3u9g==
Asus,3.856829435337814,8,1000,13.974222501391344,2.230168480558656,31773.80361638789,8439525bd59d5c86f2ec2ca1928d2be7b2ec9e8d52e76a70ac3f39ea86bd51e3,gAAAAABn7QoAoZIT0jWcnpGIi0qquKIqy5XmBL1PaFJ9sl3qw_YgX7EQmrF_-L_fQV1MoHK96Lirnu2eJ23mN_Uw0rBNTuHK7ucou3-z7DVK2-qlCYpkD9k=,gAAAAABn7QoAvk3BrVRCeFnq3FG88ekugQUEWo7PmU1R_h2p8YZImODW40cEzpwT224a_hovQ_rJcb7JLNLSW7-yeFTusjPpWg==
Acer,3.124116622480921,4,512,16.598763406449848,2.498157564444609,17299.430104201827,2937d9b85d0d725eec9365694e570939fe11ce836d99b9206f598e391ae769b9,gAAAAABn7QoAtMj7MK62GflXJCnk2l6WUN-gFBe0MntNWBnc-1ib_VcOqMeevCVMsfQDidj7-B2_pxpmXRyYgc1LTd2P4ADf22t7meiqNLq1tKSkzYIenKs=,gAAAAABn7QoAP1QSxqwk2_72FlgLSOPf665-xFKbTJaUwp_bijY3an6y15usUsF2LMparpKwt38irhasvv6ZrTvCJoo3-mbNOg==
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,17354.575214695695,e0a2d7a3a48613ed915d1d22c3704bb1dc44b1d7aafb28999c16095ceaaf741a,gAAAAABn7QoAhP4r7Az61NZN8JYtPlheKc-6P-Ok85Ayr0iscor5bjfJehg5fjaL52gR77ZT8GOPZI2KQ4ILS30ZLkYgaO99XBDrYW502pyhnJOC3neRZEc=,gAAAAABn7QoA84xvyzIhthyZNLg7x47_ulv-xGqghpyWuP5ssUIq7FEV1LqU0113DFMnn6oi7ba6QxMM4uRRwIObLoneAMItww==
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.497908838042976,32706.13245163676,5b11cf934c271e5c5ed4c3287df2659bb604fa17612889def3e800a6c94c8bd2,gAAAAABn7QoAZJopywyX0uwfy7RQZnBCMXHM6tffMJmOPyj6dep3d6iLLWSSOTLxWZjrVziMysW0Beg4bLGj0swVqrwKHNU-_adcF8THg1WBH0pBP3eUS0o=,gAAAAABn7QoAQVjLg5bCTT0RoejmWl47ggfjlJTquMS2zI3gVim-O8Azds_ztzeHmS23gyDNg2UGawCrBq4KHRdUZFvuKRttcA==
Asus,2.0766745292943964,32,256,14.07370854346091,2.3190118920446814,10558.374400119386,73b8e8885744e2191173cfa620e92c7dd9ba5a4d03717c3c1bda82be1a2f270d,gAAAAABn7QoA4FCkK8Pqblswf2EXM0uQIG-t8rqlFtjRfUo23HWYwTPgS99N3kgRNtwfGxVogQo8qCIIZj3PuvcuM-VdZZmI4lG6ImuOWnV5DRLMW5-Z63E=,gAAAAABn7QoAPtasU2iWQmqW_qUuvt34LPSqOR333_Q51IwBwTJjwb_olbuqr3YF22ofcck1lewgqoVriplnDeJO37xmAnTu9w==
Dell,1.9413200800137709,16,512,11.685714619987875,2.342419907928896,17504.666195097063,1850431389dcbb25151914e862897bb660accc62e1b99e9388bd6823ce17d536,gAAAAABn7QoAXDbNKXi05vab1Qjp9GzBM2SUzwxfKbDNluSh-KotDbXu-G7UehaeWpDa7coF_AHsiPC1FOMDvc8yDk6jFZX_PNjmeGVWNhqv34qzfvK-l4k=,gAAAAABn7QoAtE9SWct_6mvW20WiO9YH02xOGCmUqtk7Qpy5QSux3OrJYuz00WvepxwScq1SfKuzQ_3Z1z8NC8V47YzjthehiA==
Acer,2.0512155226754385,32,1000,15.588805834755664,4.823144780115131,32809.51886963163,0af25e97149448026ecdef03f069ce62a4d186f40b38a4253b9ec9c5f8328684,gAAAAABn7QoAnjE6s6q3RRHUZjXWmj1E6W3pgYZLbe2-C9BsgVU-mb1Jl7dSy-ZhzhwSNIGpxgahnp-WdwVyHz0hBBB65E9RITxkLBBNzuAblQxUavOU8t4=,gAAAAABn7QoAdYoHhW4en0sS6x9tlfAFRogM_3nsCnUWwqxTQ9BtkoTmML2fJFi1UeigedIzFE3AAT6ZIZVdtMr5-miQGSXrgQ==
Acer,1.9660956553606364,4,1000,15.073386350467043,4.617965216528166,31435.52408550944,c693aba6149e70987b1897ccf943467c7de7f3985739ff8ad719664a1560fbd5,gAAAAABn7QoAxU1xqHZMQOwW-qJpN405hztm40WXx2fX0xpY5CvPVammwJL0oUYmErMcqcBsEjlwLaXptcPH7GqlWMOjqrov3yj-CtlQZbikkTA1s0PyIus=,gAAAAABn7QoAhj7b0SOt54YKuQ8ltuVZQ0pCn-KNVFPRc0VelEj5OcVD-KAwO3avfsPhL129HiPwB-_Lhtdbpa5e3wkK8RGtVg==
Dell,3.448961183916883,32,1000,15.63792032783352,3.356259790434098,33459.84749304077,ddb9e0f5cdbd4df00d6efa3c111c4c6d1aa0ffc86a178c639a1f46d7290f8f2d,gAAAAABn7QoA0a6jVoqyM8Q3BLrrTfD6QsDx5D-0YAOw2bOXOwn7QcGDAnNHBXRopHjBSu9wOf_M5T5uDHv2kMoQOjqV0OMAZvlg8VnP2ArrkiKm9FAlOZ4=,gAAAAABn7QoAzPz2uPc1izhgO4bPPt7-Voka4ubKYHo9M2gqO_1LbhQ1Vn8vsj6Hn3VQM13CTGJDpboBt5_OIddxOKFWFxM34w==
Acer,2.375313147916825,8,1000,16.708652172354086,4.957415962550617,31908.592069712,df502698f46240b7786bd440982bcbdf1402eb63fb4154ee13435609e53b5798,gAAAAABn7QoAukXSk0cT9SCvT8A2l4OqD2bTw_6CX04X1Zg4SldPF8F8HxTDgMQlNsauzRV4CD3PG1gEpGwyIec2IsRn5kG_nw==,gAAAAABn7QoA7y0sssuqGSqV0NjPEyNy8OplEJWHkUyVf5SXoRvADXkpjL_d-UpOLw4KAR_jGbm9Fhm__iQO7yPhVdpstYdsUw==
